,date,energy_type,1,10,11,12,13,14,16,17,18,2,24,26,3,31,32,32P,33,34,35,36,37,38,39,4,41,42_43_N16_E40,44,46,48,5,50,51,54,56,57,62_64,66,68,6C,6_6B,76,7_7A,8,9,Briggs Field Operating,DKE,E1,E14,E15,E17,E18,E19,E2,E23,E25,E28,E33,E34,E38,E40,E51,E52,E53,E55,E60,E62,E62P,E94,KS,Main Campus Area,N10,N4,N42,N51,N52,N57,N9,NE45,NE46,NE47,NE48,NE49,NW10,NW12_NW12A,NW13,NW14,NW15,NW16,NW17,NW21,NW22,NW23,NW30,NW32,NW35,NW36,NW61,NW62,NW86,Northwest Campus Area,OC19_ABCDEFGHJKLMNQ,OC22,OC23,PBE,Parking Areas,TXI,Utilities To Fraternities,W1,W11,W13,W15,W16,W20,W2_W4,W31,W32,W33,W34,W35,W41,W45,W5,W51,W51C,W53_W53A_W53B_W53C_W53D,W56,W59,W61,W64,W7,W70,W71,W79,W8,W84,W85_W85ABC_W85DE_W85FG_W85HJK,W89,W91,W92,W97,W98,WW15
327,2015-07-01,Gas,,,,,0.0001027,,0.9243,,1.027,,,,,8.8322,36.7666,,,,,0.0001027,0.6162,,0.0001027,105.1648,,187232.37,0.0001027,0.4108,,,4.108,,1.027,1.1297,8.3187,25.9831,1.027,4.0053,,8.3187,0.7189,0.0001027,8.3187,,,,1.1297,,,,0.7189,,1.6432,0.4108,0.4108,,5.8539,0.0002054,4.2107,9.6538,0.0001027,,0.4108,,,40.2584,,,,,40.9773,,,103.3162,229.8426,11.297,2.1567,,,,,,353.288,13.2483,6.7782,13.5564,,52.5824,46.7285,10.4754,39.2314,,5.135,,24.648,,10.1673,,289.8194,,135.548,,,,,,,,81.7492,,,0.0001027,55.2526,,6.5728,,,35.6369,,,,7.9079,3.9026,,16.3293,,27.6263,,10.0646,,4.2107,6.7782,,46.4204,17.7671,7.3944,10.7835,175.2062,25.7777,,16.9455,15.9185
328,2015-07-01,Steam,653.4,823.9,152.9,,993.3,878.9,1392.6,30.8,1333.2,688.6,,816.2,918.5,364.1,422.4,,159.5,154.0,602.8,555.5,1362.9,447.7,1480.6,935.0,149.6,-49552.799999999996,92.4,5872.9,590.7,463.1,422.4,,539.0,2112.0,224.4,96.8,1344.2,3235.1,430.1,518.1,3469.4,682.0,371.8,432.3,,,106.7,809.6,240.9,764.5,1040.6,693.0,93.5,155.1,1763.3,,,48.4,2.2,150.7,312.4,,609.4,249.7,37.4,476.3,,,,,,,,,,,,,,,,,,118.8,146.3,345.4,38.5,,,,,,125.4,,414.7,,,,,,,,,,,,,116.6,,,,205.7,744.7,201.3,431.2,616.0,445.5,5.5,12.1,,,12.1,243.1,,,,,247.5,,192.5,,191.4,375.1,,220.0,336.6,,,,,,
329,2015-08-01,Chilled Water,415.428,949.2,597.252,,3544.608,975.0,2917.5,,4838.796,1083.432,668.028,930.744,1728.216,1101.9,5117.34,,339.3,303.996,894.72,3002.448,1415.616,1907.508,3756.384,142.248,1336.836,-119235.42000000001,,13081.92,352.632,955.824,,,1092.624,4376.256,,,3647.64,6279.324,1694.304,1089.324,10015.14,553.116,682.332,421.32,,,61.2,3865.92,1179.528,456.384,3958.848,456.372,199.032,3322.116,3322.116,,,1244.652,296.664,691.908,893.112,,1019.424,,153.504,1041.612,,,,,,,,,,,,,,,,,,583.536,1389.252,569.856,1150.968,,,1428.228,,,319.728,,1526.604,,,,,,,,,,,,,,,,43.596,194.772,3371.796,,,,,397.008,2877.012,,,,,,,,787.752,,,,,,224.664,,,,,,,,,
330,2015-08-01,Electricity,573.469325,723.712998,134.318615,,1387.763343,263.350493,887.420956,7.774814,1909.911387,604.913294,444.621749,717.573011,805.962885,193.581947,2171.787464,341.3,147.704401,83.086072,374.402687,1074.637658,652.3539940000001,237.83149200000005,2391.871356,820.775305,256.343604,-18515.750101999995,65.5296,4093.340594,352.327403,407.119705,50.140383,43.41336,707.692376,1147.317493,183.817354,343.555993,986.244371,3042.38233,257.254875,455.229353,2797.854532,499.212684,326.600209,195.510292,7.8499,,47.229094,894.7111239999999,437.2257780000001,615.981653,692.978933,615.981653,152.530383,540.103837,1260.240011,,12.017173,162.455387,95.034985,392.29022,367.320712,,227.3058,355.849619,132.393683,660.657823,75.086,,,3.828264,35.46107,16.05346,,201.178344,447.784056,84.94515200000001,16.078643,17.61108,63.75484,1273.240128,56.437368,496.605152,271.86816,697.6857600000001,,1310.208,,266.136,462.093984,1628.452064,238.034768,,165.41376,,579.702212,,41.08048,,1065.362883412,1.439864,1291.018445,4.819156,,,10.495312,,,740.064681,97.17376,,12.440385,84.591205,1025.74302,325.583135,378.993172,343.3478,169.202888,276.903516,860.799556,,61.580470000000005,9.914765,161.704527,,,41.556688,120.8701,347.347836,66.121148,304.156321,244.923706,268.67136,468.567357,46.28028,281.415502,318.685462,93.35232,966.728837,887.229184,,429.3012554120001,70.42368
331,2015-08-01,Gas,,,,,0.1027,,0.6162,,0.6162,,,,,7.2917,28.1398,,,,,0.1027,0.5135,,0.1027,80.8249,0.0001027,214446.86354,0.0001027,0.4108,,,4.4161,,0.6162,0.8216,6.3674,20.8481,0.6162,3.9026,,6.3674,1.2324,0.1027,6.3674,,,,0.2054,,,,0.8216,,0.2054,0.6162,0.6162,,9.6538,0.0001027,3.3891,8.5241,0.0001027,,0.2054,,,45.5988,,,,,30.1938,,,50.425700000000006,112.1484,7.7025,1.027,,,,,,436.475,13.9672,6.9836,14.1727027,,8.7295,13.351,10.4754,0.0001027,,17.459,,65.3172,,12.0159,,194.4111,,9.373,,,,,,,,83.9059,,,0.2054,51.1446,,7.0863,,,32.7613,,,,0.7189,1.1297,,0.8216,,0.0001027,,6.6755,,0.5135,0.5135,,0.0001027,12.7348,20.0265,3.6972,152.4068,-14.1726,,11.297,2.5675
332,2015-08-01,Steam,785.4,990.0,183.7,,655.6,1054.9,1178.1,17.6,1131.9,828.3,,601.7,1103.3,437.8,944.9,,94.6,185.9,383.9,271.7,1148.4,295.9,845.9,1123.1,179.3,-45978.899999999994,111.1,5579.2,542.3,557.7,507.1,,556.6,1492.7,269.5,64.9,1192.4,2846.8,424.6,622.6,3339.6,819.5,446.6,519.2,,,128.7,849.2,281.6,957.0,1050.5,700.7,82.5,150.7,1464.1,,,15.4,2.2,50.6,179.3,,468.6,221.1,35.2,372.9,,,,,,,,,,,,,,,,,,134.2,165.0,390.5,42.9,,,,,,42.9,,100.1,,,,,,,,,,,,,,,,,238.7,550.0,177.1,431.2,616.0,445.5,,,,,8.8,214.5,,,,,218.9,,170.5,,169.4,51.7,,194.7,233.2,,,,,,
333,2015-09-01,Chilled Water,413.592,953.232,730.836,,3477.78,1191.66,3181.224,,5028.972,1106.532,695.448,655.788,1650.0,1348.356,5657.376,,350.58,328.812,840.84,2955.36,1540.968,1943.232,4024.956,161.592,1635.852,-125668.22399999999,,13245.708,431.508,953.94,,,1087.104,4771.824,,,3789.984,6453.492,1678.872,1177.668,10302.06,592.2,798.78,410.676,,,71.352,4195.38,1176.372,433.968,4181.544,433.956,192.396,3338.184,3338.184,,,1523.04,291.3,732.66,948.84,,1043.88,,134.46,959.316,,,,,,,,,,,,,,,,,,714.048,1699.992,697.308,1408.416,,,1561.272,,,360.192,,1625.196,,,,,,,,,,,,,,,,63.816,335.352,3689.772,,,,,367.356,2871.636,,,,,,,,963.936,,,,,,748.296,,,,,,,,,
334,2015-09-01,Electricity,702.490964,886.536989,164.54073,,1389.142195,231.534507,885.3322,7.675837,1897.73039,741.010082,463.167991,697.371464,987.292162,198.810663,2216.279332,341.3,145.851142,215.466103,376.737179,1730.090656,657.391582,622.892978,2411.646278,1005.439083,256.343604,-19090.627418000007,65.8709,3961.50323,349.917825,498.714386,55.259883,43.41336,710.0644110000001,1144.180946,183.817354,335.439879,924.71822,2961.374775,315.135942,557.646657,2808.622547,486.123829,400.082099,210.827836,7.8499,,47.676197,923.383737,440.563692,495.458384,557.390682,495.458384,170.516893,540.103837,1260.243424,,13.85678,153.2437,95.106658,393.890917,311.013038,,225.258,357.764312,116.420843,660.309697,75.086,84.77892,,4.254764,41.16078,33.046208,,224.025096,498.636504,97.774272,11.802154,19.86840407,67.03132,1226.714112,57.539767,508.02228547,239.11296,542.09856,,1218.49344,,260.54032,444.569952,1578.428732,289.395604,,162.54768,,537.744848,,61.00656,,1075.598883412,2.640888,1373.333179,5.314041,,,9.969864,,,792.829661,106.31792,,11.737307,145.728274,1061.036853,322.815192,405.580442,343.3478,169.202888,355.347908,858.253458,,41.453997,15.071808,147.212929,,48.915116,12.358473,137.240876,325.856175,62.443012,359.085143,243.097751,21.8432,440.082459,36.45084,288.985536,330.593419,101.81408,1364.804092,816.095808,37.286336000000006,465.850599412,85.16352
335,2015-09-01,Gas,,,,,0.0001027,,0.6162,,0.7189,,,,,3.4918,31.3235,,,,,0.0001027,0.6162,,0.0001027,89.7598,0.0001027,218346.362,0.0001027,0.4108,,,3.7999,,0.7189,0.8216,7.0863,18.6914,0.7189,3.9026,,7.0863,1.1297,0.1027,7.0863,,,,0.5135,,,,0.9243,,0.2054,0.5135,0.5135,,11.7078,0.0001027,3.2864,8.7295,0.0001027,,0.6162,,,40.6692,,,,,20.3346,,,50.2203,111.943,6.9836,0.8216,,,,,,503.23,13.351,6.5728,13.1456,,0.9243,0.0001027,10.0646,0.2054,,65.2145,,121.3914,,8.5241,,16.5347,,9.27,,,,,,,,70.4522,,,0.0001027,47.242,,3.1837,,,42.4151,,,,2.2594,1.2324,,0.6162,,0.0001027,,5.7512,,0.6162,0.3081,,0.0001027,11.7078,24.7507,3.6972,182.3952,3.5945,,9.9619,1.7459
336,2015-09-01,Steam,385.0,485.1,90.2,,613.8,517.0,1233.1,12.1,1215.5,405.9,,420.2,541.2,214.5,1634.6,,66.0,91.3,380.6,237.6,1175.9,302.5,554.4,551.1,88.0,-40775.899999999994,53.9,5266.8,542.3,272.8,248.6,,561.0,1670.9,132.0,50.6,1279.3,2761.0,454.3,305.8,3363.8,401.5,218.9,254.1,,,62.7,983.4,239.8,980.1,1058.2,706.2,113.3,157.3,1349.7,,,,2.2,15.4,179.3,,470.8,301.4,28.6,250.8,,,,,,,,,,,,,,,,,,119.9,146.3,346.5,38.5,,,,,,13.2,,15.4,,,,,,,,,,,,,,,,,209.0,468.6,242.0,232.1,616.0,445.5,,,,,6.6,293.7,,,,,299.2,,233.2,,231.0,129.8,,266.2,229.9,,,,,,
337,2015-10-01,Chilled Water,382.8,754.596,662.232,,2556.036,1045.836,2410.08,,3393.684,1014.696,584.7,541.812,1391.712,1221.792,4578.612,,264.924,263.292,303.864,2610.888,1397.544,1554.288,3115.032,139.62,1482.3,-99352.33200000001,,9713.544,390.996,799.008,,,839.1,3615.12,,,3019.512,4716.432,1341.708,951.708,7536.6,512.484,647.112,351.66,,,54.096,3736.5,1108.068,342.0,3198.432,341.988,151.932,2974.176,2974.176,,,1380.084,202.092,537.66,801.396,,812.46,,117.852,860.052,,,,,,,,,,,,,,,,,,647.028,1540.428,631.86,1276.212,,,1182.516,,,319.392,,1129.932,,,,,,,,,,,,,,,,83.196,249.276,2772.504,,,,,288.108,2102.352,,,,,,,,873.456,,,,,,557.784,,,,,,,,,
338,2015-10-01,Electricity,572.220167,722.139605,134.02851,,1299.953679,277.763592,862.519708,7.839661,1741.660726,603.599289,461.048518,710.016629,804.212016,209.916565,2171.299405,341.3,148.970624,150.236847,363.167091,1375.02944,617.490199,433.150656,2316.887746,818.990306,256.343604,-19630.34071300001,91.8097,3823.37912,376.7952,406.232325,53.444167,43.41336,704.313506,1109.962208,183.817354,350.368341,879.01815,2845.82766,256.698556,454.239583,2718.410131,494.072706,325.890305,217.428578,7.8499,,46.072087,907.438201,490.151169,573.175807,644.821503,573.175807,181.151801,489.274028,1141.641674,,10.942078,251.176322,91.287511,366.238791,350.68575000000004,,298.9788,365.262673,144.663418,630.657553,75.086,45.7342,,4.74268,42.59424,28.011508,,180.87012,402.58188,77.31592,11.286791,16.3824,66.75828,1287.772682,58.403256,479.8678,247.7112,611.2939200000001,,1229.13888,,250.03136,423.442848,1549.7338120000002,274.454456,,178.1064,,571.155152,,84.20816,,1084.128883412,2.019904,1390.302615,,,,10.464604,,,786.225506,120.37536,,13.443807,185.578462,1032.487108,352.498053,397.51211,343.3478,169.202888,377.597255,851.901865,,48.887502000000005,23.955847,217.278406,,22.32102,22.129892,117.46147788,340.474054,61.914152,430.655753,246.637032,256.6576,540.035577,40.13688,273.44956,296.698916,95.26304,1293.7113020000002,865.337792,,437.585588,71.24256
339,2015-10-01,Fuel Oil #2,,,,,,,,,,,,,,,,,,,,,,,,,,2777.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,2015-10-01,Gas,,,,,0.1027,,0.6162,,0.6162,,,,,4.2107,33.9937,,,,,0.0001027,0.5135,,0.1027,97.1542,0.0001027,200102.83669999999,0.0001027,0.3081,,,3.1837,,0.6162,0.7189,7.7025,20.0265,0.6162,3.9026,,7.7025,0.9243,0.1027,7.7025,,,,1.027,,,,0.7189,,4.5188,0.4108,0.4108,,11.297,0.0001027,3.1837,8.3187,0.0001027,,0.0001027,,,51.2473,,,,,31.6316,,,52.9932,118.0023,6.9836,0.8216,,,,,,568.958,9.1403,7.189,12.8375,,29.1668,0.3081,10.3727,1.4378,,85.7545,,146.4502,,21.7724,,140.2882,,27.707,,,,,,,,87.5004,,,0.1027,58.7444,,5.0323,,,55.0472,,,,10.6808,9.8592,,0.7189,,0.0001027,,7.0863,,6.9836,57.3066,,4.4161,14.7888,24.0318,3.5945,211.9728,3.4918,,11.5024,1.2324
341,2015-10-01,Steam,928.4,1171.5,217.8,,761.2,1248.5,1262.8,18.7,1210.0,979.0,,396.0,1304.6,517.0,1560.9,,100.1,220.0,378.4,442.2,1324.4,399.3,589.6,1328.8,212.3,-51850.7,130.9,5835.5,583.0,658.9,599.5,,576.4,1879.9,317.9,102.3,1348.6,2831.4,552.2,737.0,3388.0,969.1,528.0,613.8,,,151.8,1097.8,269.5,954.8,1031.8,687.5,121.0,203.5,1710.5,,,,2.2,20.9,283.8,,530.2,321.2,33.0,380.6,,,,,,,,,,,,,,,,,,119.9,147.4,348.7,38.5,,,,,,46.2,,108.9,,,,,,,,,,,,,,,,,56.1,476.3,258.5,232.1,616.0,445.5,,,,,13.2,313.5,,,,,319.0,,248.6,,246.4,284.9,,283.8,311.3,,,,,,
342,2015-11-01,Chilled Water,361.752,472.896,491.136,,1083.84,799.788,1166.352,,1019.376,761.58,323.328,345.252,1241.928,906.132,2397.636,,108.996,114.696,213.3,1843.236,1042.932,910.152,1660.872,125.148,1099.332,-47570.82,,2107.776,289.98,591.408,,,330.96,1749.528,,,1442.016,1665.768,580.74,477.168,2625.144,402.132,475.848,183.252,,,57.36,898.668,299.232,199.176,910.5,199.164,29.604,1547.148,1547.148,,,1023.516,203.292,314.772,315.804,,466.368,,25.68,266.94,,,,,,,,,,,,,,,,,,479.856,1142.436,468.612,946.488,,,521.652,,,241.356,,372.708,,,,,,,,,,,,,,,,58.548,170.316,1127.784,,,,,83.208,1264.296,,,,,,,,647.796,,,,,,262.104,,,,,,,,,
343,2015-11-01,Electricity,312.313391,394.136653,73.150829,,1459.088217,294.978764,872.079521,8.399393,1801.883111,329.439825,451.898265,718.50476,438.932278,147.731705,2266.501627,341.3,159.59188,156.223249,373.890737,1454.3134300000002,593.636742,450.638868,2267.999934,446.997197,256.343604,-12058.326690000004,2.0478,3887.106656,360.863316,221.718719,46.79223,43.41336,724.829049,1124.303634,183.817354,272.59631,912.526984,2948.791044,140.10365,247.92032,2792.14117,502.246841,177.868495,2052.520179,7.8499,,47.771761,926.56124,530.660066,575.67071,647.630402,575.67071,187.223528,559.824151,1306.254077,,1.095573,67.710507,91.130513,343.35462600000005,331.456908,,417.7512,307.640994,125.854375,670.787607,75.086,39.31776,,5.575208,33.00371,40.7786,,145.456972,323.76126800000003,42.063136,13.320939,17.20152,61.84356,1176.334819,52.52607,413.000304,232.15248,518.76048,,1266.80736,,195.37112,399.244944,1346.470736,232.1013,,181.38192,,629.6880120000001,,57.73104,,641.14892,1.647996,1252.417415,,,,12.498156,,,690.832156,82.02448,,14.344839,209.240791,1021.056971,345.774443,370.307087,343.3478,169.202888,622.060206,843.809642,,73.908156,21.123057,223.159005,,67.058624,33.034427,84.505004,317.542107,62.443012,332.798217,174.786556,216.24768,583.537675,37.26996,271.12872,278.241412,72.06144,1219.150904,893.616448,48.095552000000005,376.940703412,51.31648
344,2015-11-01,Gas,,,,,1.7459,,0.6162,,0.7189,,,,,58.1282,47.8582,,,,,0.3081,0.5135,,0.9243,137.5153,0.0001027,186712.7082054,0.0001027,0.3081,,,3.081,,0.7189,0.8216,10.8862,27.4209,0.7189,4.3134,,10.8862,1.027,0.0001027,10.8862,,,,1.027,,,,0.9243,,5.3404,0.5135,0.5135,,-16.5347,0.0001027,3.6972,10.8862,0.0001027,,0.2054,,,58.0255,,,,,103.3162,,,185.5789,413.2648,56.0742,7.189,,,,,,466.258,30.5019,7.5998,14.7888,,239.1883,104.3432,627.1889,165.6551,,104.4459,,200.9839,,137.9261,,582.2062999999999,,570.929,,,,,,,,108.5539,,,0.6162,71.9927,,9.8592,,,55.3553,,,,13.0429,13.2483,,47.0366,,147.9907,,25.0588,,8.9349,72.6089,,195.0273,17.459,20.54,21.9778,191.9463,45.5988,,28.2425,32.1451
345,2015-11-01,Steam,1348.6,1701.7,315.7,,2201.1,1813.9,1964.6,53.9,1950.3,1422.3,11.0,330.0,1895.3,752.4,1563.1,,284.9,319.0,594.0,1071.4,1637.9,457.6,1043.9,1930.5,309.1,-74120.2,190.3,7604.3,804.1,958.1,872.3,,795.3,3714.7,463.1,914.1,1817.2,3647.6,734.8,1070.3,4010.6,1408.0,767.8,892.1,,,221.1,777.7,423.5,852.5,1251.8,834.9,85.8,261.8,2304.5,,,127.6,161.7,159.5,667.7,,986.7,229.9,61.6,564.3,,,,,,,,,,,,,,,,,,146.3,179.3,425.7,47.3,,,,,,238.7,,653.4,,,,,,,,,,,,,,,,,348.7,1175.9,185.9,110.0,616.0,445.5,,,,,115.5,224.4,,,,,228.8,,177.1,82.5,176.0,961.4,,203.5,938.3,,,,,,
346,2015-12-01,Chilled Water,338.94,336.072,577.224,,840.408,376.428,936.0,,788.604,422.76,301.92,195.54,930.624,1064.952,1384.692,,41.904,67.272,180.456,1606.848,430.8,730.404,1091.412,123.12,1292.016,-38573.244,,1281.636,340.812,440.364,,,186.684,1404.012,,,1029.372,1142.772,394.068,363.516,2049.264,281.784,446.976,149.64,,,63.276,597.696,219.108,175.692,717.3599999999999,175.692,10.92,1225.428,1225.428,,,1202.916,175.032,300.252,240.3,,406.272,,15.948,175.716,,,,,,,,,,,,,,,,,,563.964,1342.68,550.74,1112.376,,,482.976,,,220.752,,277.38,,,,,,,,,,,,,,,,0.624,127.332,775.248,,,,,,971.184,,,,,,,,761.328,,,,,,198.864,,,,,,,,,
347,2015-12-01,Electricity,432.635293,545.981023,101.33197,,1886.556228,288.145938,831.765165,8.488131,1717.264602,456.355643,425.188127,653.412024,608.032776,114.57441,2245.569698,341.3,161.260837,148.810213,366.501592,1370.773429,582.4523409999999,429.133555,2081.192792,619.206938,256.343604,-16661.433715,33.1061,3743.351096,378.259377,307.13587,35.304072,43.41336,719.183947,1063.8321,183.817354,276.24822,892.195743,2867.984856,194.080245,343.433125,2697.406529,480.65279,246.394709,215.582145,7.8499,,48.32808,899.840863,511.874914,574.076839,645.835164,574.076839,185.581875,512.912466,1196.795754,,2.96931,149.38701,87.546863,388.863568,372.638166,,253.9272,335.402336,120.874808,625.691638,75.086,36.04128,,6.824,26.86031,47.658792000000005,,135.176616,300.876984,71.03784,13.092268,18.29368,64.98352,1162.880773,59.024422,853.850688,228.05808,501.15456,,1202.93472,,168.48456000000002,349.49798400000003,923.69664,262.72400000000005,,180.97248,,604.57228,,64.55504,,627.637403412,2.299688,1340.503532,13.232201,,,18.073364,,,616.879272,76.56528,,13.297048,185.755938,997.094298,189.704779,363.303611,343.3478,169.202888,620.96122,836.212304,,73.099213,21.559921,262.582568,,60.843551,38.969634,94.986668,307.330411,72.14674000000001,336.532039,191.189434,234.8144,565.616012,34.40304,276.913755,270.282296,74.79104,1184.918514,841.481088,23.965888,386.504539412,53.090720000000005
348,2015-12-01,Fuel Oil #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,2015-12-01,Gas,,,,,3.1837,,0.7189,,0.7189,,,,,83.0843,58.3336,,,,,0.5135,0.6162,,1.5405,166.8875,,204793.17866670003,0.0001027,0.4108,,,3.3891,,0.7189,0.9243,13.2483,30.9127,0.7189,4.6215,,13.2483,1.027,0.1027,13.2483,,,,1.1297,,,,0.6162,,5.2377,0.6162,0.7189,,63.777727,0.0001027,4.0053,10.9889,0.0001027,,0.3081,,,48.1663,,,,,133.0992,,,225.0157,501.0733,89.2463,24.5453,,,,,,719.927,79.3871,6.162,15.405,,351.0286,155.4878,1100.944,331.5156,,90.6841,,219.2645,,297.2138,,989.6172,,1043.493,,,,,,,,134.4343,,,0.0001027,68.7063,,14.6861,,,60.4903,,,,13.6591,13.351,,90.6841,,195.5408,,9.4484,,9.7565,75.6899,,391.287,17.6644,16.8428,61.002773,207.1459,87.6031,,170.2766,100.646
350,2015-12-01,Steam,1116.5,1409.1,261.8,,2838.0,1501.5,2414.5,67.1,2357.3,1178.1,24.2,353.1,1569.7,622.6,1818.3,,350.9,264.0,697.4,1098.9,1518.0,96.8,1246.3,1598.3,255.2,-85406.20000000001,157.3,7759.4,803.0,793.1,721.6,,911.9,4198.7,382.8,1150.6,1818.3,4339.5,567.6,886.6,4809.2,1166.0,635.8,739.2,,,182.6,869.0,434.5,874.5,1433.3,955.9,458.7,424.6,2249.5,,,290.4,184.8,311.3,937.2,,997.7,1223.2,82.5,602.8,,,,,,,,,,,,,,,,,,151.8,185.9,441.1,49.5,,,,,,316.8,,743.6,,,,,,,,,,,,,1276.0,,,69.3,547.8,1514.7,983.4,171.6,616.0,445.5,311.3,726.0,,,145.2,320.1,80.3,,,,326.7,,944.9,218.9,251.9,1163.8,,1081.3,1920.6,,,,,,
351,2016-01-01,Chilled Water,331.464,264.564,505.08,,820.512,167.916,838.728,,617.736,403.944,287.736,87.936,904.908,931.836,1170.948,,29.712,,213.192,1398.612,271.524,826.836,,111.312,1130.52,-29668.092,,604.98,298.212,432.192,,,241.068,1258.092,,,428.016,892.56,276.876,310.86,1605.768,285.708,406.344,126.708,,,66.864,261.516,171.348,234.888,290.484,551.292,5.256,577.488,577.488,,,1052.568,176.94,124.512,133.572,,188.784,,9.18,124.596,,,,,,,,,,,,,,,,,,493.476,1174.86,481.908,973.344,,,437.952,,,177.444,,218.436,,,,,,,,,,,,,,,,6.888,114.816,259.92,,,,,,1108.104,,,,,,,,666.18,,,,,,172.416,,,,,,,,,
352,2016-01-01,Electricity,273.855707,345.603793,64.143922,,1899.836211,268.046781,863.717671,8.303829,1727.1418239999998,288.872907,422.406532,638.609843,384.88401,279.995694,4702.308532,341.3,157.765925,150.88873,349.163552,1391.4801,582.022303,435.174565,1668.458702,391.959159,256.343604,7622.187082999999,390.4472,3862.341928,466.185083,194.418132,28.730634,43.41336,723.641325,1111.757446,183.817354,316.24858,943.605762,2952.838862,122.850935,217.391035,2756.151085,484.615283,155.967274,218.964428,7.8499,,50.809331,985.066886,520.0251579999999,585.162263,658.306266,585.162263,188.076778,526.615661,1228.765325,,27.771581,140.148019,91.714136,337.091771,330.849394,,100.3422,383.064881,122.110314,629.439112,75.086,42.3212,,7.134492,27.20161,37.34754,,147.10838,327.43258000000003,78.20304,16.232228,3.413e-06,64.43744,1349.237399,57.362291,742.1227200000001,298.8912,572.80656,,1274.17728,,173.05664000000002,362.190624,1184.7351119999998,177.041856,,198.5784,,655.656744,,58.6864,,605.084083412,3.313052,1307.762623,8.201439,,,20.731312000000003,,,572.240645,54.86496,,12.539362,198.059803,991.319502,237.046502,423.819514,343.3478,169.202888,545.411052,848.168043,,102.94589900000001,20.976298,324.460258,,82.021216,65.778749,99.985248,300.975405,75.13224,369.583531,187.650153,206.41824,532.888755,40.956,347.999719,263.473361,73.42624,1268.287865,902.460352,21.727616,362.255455412,53.50016
353,2016-01-01,Fuel Oil #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,2016-01-01,Gas,,,,,2.4648,,0.2054,,0.2054,,,,,100.9541,53.404,,,,,0.4108,0.6162,,1.2324,152.9203,0.0002054,157570.55599999998,0.0001027,0.4108,,,2.9783,,0.2054,0.3081,12.1186,25.7777,0.2054,4.0053,,12.1186,0.9243,0.1027,12.1186,,,,1.3351,,,,0.9243,,4.7242,0.5135,0.5135,,99.2082,0.0001027,4.2107,10.6808,0.001027,,0.3081,,,35.8423,,,,,134.8451,,,321.9645,716.7433,119.7482,36.4585,,,,,,642.902,143.4719,5.9566,15.1996,,389.4384,172.0225,1232.2973,340.6559,,52.7878,,201.6001,,317.8565,,1227.0596,,1178.526,,,,,,,,123.8562,,,0.4108,64.701,,17.8698,,,44.4691,,,,12.9402,12.6321,,118.7212,,342.4018,,20.54,,8.4214,53.3013,,432.8805,16.1239,18.0752,77.5385,248.1232,224.7076,,333.3642,154.7689
355,2016-01-01,Steam,1369.5,1728.1,321.2,,3441.9,1841.4,2674.1,77.0,2687.3,1444.3,82.5,383.9,1925.0,763.4,2322.1,,407.0,323.4,794.2,1243.0,1705.0,2.2,1227.6,1960.2,313.5,-96944.1,193.6,8563.5,921.8,972.4,885.5,,1217.7,4728.9,469.7,1254.0,1629.1,5032.5,607.2,1086.8,4967.6,1430.0,779.9,906.4,,,224.4,1131.9,506.0,1144.0,1838.1,1225.4,244.2,506.0,2014.1,,,435.6,218.9,266.2,1051.6,,1236.4,652.3,96.8,754.6,,,,,,,,,,,,,,,,,,147.4,181.5,429.0,47.3,,,,,,396.0,,932.8,,,,,,,,,,,,,1276.0,,,69.3,828.3,1278.2,524.6999999999999,171.6,616.0,445.5,913.0,2129.6,,,158.4,611.6,80.3,,,,623.7,,503.8,419.1,480.7,1371.7,,576.4,2160.4,,,,,,
356,2016-02-01,Chilled Water,348.324,217.524,288.6,,717.996,152.904,731.76,,640.428,359.88,287.568,17.532,817.14,532.464,1283.544,,21.216,,260.352,1635.276,220.308,943.392,,100.104,645.984,-22659.168,,102.636,170.4,368.808,,,225.252,1097.64,,,242.952,540.492,304.104,298.584,1350.66,282.624,333.9,119.46,,,63.84,76.08,139.536,77.904,103.272,513.54,1.836,510.984,510.984,,,601.44,142.74,98.112,44.064,279.66,,,7.416,120.732,,,,,,,,,,,,,,,,,,281.976,671.316,275.364,556.176,,,268.488,,,194.448,,181.284,,,,,,,,,,,,,,,,83.976,80.82,180.432,,,,,,391.272,,,,,,,,380.652,,,,,,161.016,,,,,,,,,
